id,category,query,expected_status,target_doc,target_page,top_k,returned_count,precision_at_k,recall_at_k,hit_at_k,mrr_at_k,first_relevant_rank,api_latency_seconds,evaluation_latency_seconds,error,retrieved_chunks_json
safe_01,safe,"What is the recommended duration to delay the first bath of a term, healthy newborn to prevent hypothermia?",answered,WHO_Guide (1).pdf,11,3,3,0.0,0.0,0,0.0,,1.695531999997911,1.6973987000019406,,"[{""rank"": 1, ""chunk_id"": ""7b74cfc2-ca58-4759-843b-98d59e013ce4"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 2, ""chunk_id"": ""a6ef0b56-3ee0-4a82-87ca-87221d3d8ac1"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 3, ""chunk_id"": ""7f191778-67a1-4636-a5b1-063728b0faa3"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}]"
safe_02,safe,What is the first-line choice for oral analgesia to treat postpartum perineal pain according to the guideline?,answered,WHO_Guide (1).pdf,10,3,3,1.0,1.0,1,1.0,1.0,1.521396399999503,1.5249996000056854,,"[{""rank"": 1, ""chunk_id"": ""7f2c3d45-f035-4f32-bb51-85ad8cdd4e4f"", ""score"": 0.5791197, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 2, ""chunk_id"": ""1645901e-b297-435d-b5d4-3173a39861e7"", ""score"": 0.5791197, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 3, ""chunk_id"": ""931c1ed9-26f7-40f8-ac62-183c0223057b"", ""score"": 0.5791197, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}]"
safe_03,safe,Are pharmacological interventions like subcutaneous oxytocin recommended for treating postpartum breast engorgement?,answered,WHO_Guide (1).pdf,10,3,3,1.0,1.0,1,1.0,1.0,1.1188420999969821,1.1199679000055767,,"[{""rank"": 1, ""chunk_id"": ""7f2c3d45-f035-4f32-bb51-85ad8cdd4e4f"", ""score"": 0.65844136, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 2, ""chunk_id"": ""931c1ed9-26f7-40f8-ac62-183c0223057b"", ""score"": 0.65844136, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 3, ""chunk_id"": ""1645901e-b297-435d-b5d4-3173a39861e7"", ""score"": 0.65844136, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}]"
safe_04,safe,What is the minimum recommended length of facility stay after an uncomplicated vaginal birth?,answered,WHO_Guide (1).pdf,13,3,3,0.0,0.0,0,0.0,,1.0053024000008008,1.0060596999974223,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.54100394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.54100394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.54100394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_05,safe,Which specific danger signs in a newborn require routine assessment and referral during each postnatal contact?,answered,WHO_Guide (1).pdf,11,3,3,1.0,1.0,1,1.0,1.0,1.170901600002253,1.175139400002081,,"[{""rank"": 1, ""chunk_id"": ""b6e97475-e30c-4e9d-b8ae-535d4ca8f7f6"", ""score"": 0.54141366, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 2, ""chunk_id"": ""a6214d76-9b3b-4185-9e45-cbac8e5bd3e2"", ""score"": 0.54141366, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 3, ""chunk_id"": ""f4939b9a-2ca9-40ae-a2ab-f1d11ead0584"", ""score"": 0.54141366, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}]"
safe_06,safe,What sleeping position is recommended for infants during the first year to prevent Sudden Infant Death Syndrome (SIDS)?,answered,WHO_Guide (1).pdf,12,3,3,1.0,1.0,1,1.0,1.0,0.9729107000021031,0.9739734000031604,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.4734621, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.4734621, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.4734621, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_07,safe,"How many total postnatal contacts are recommended at minimum for healthy women and newborns, and what is the schedule?",answered,WHO_Guide (1).pdf,13,3,3,0.0,0.0,0,0.0,,1.097390599999926,1.098784699999669,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.57253104, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.57253104, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.57253104, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_08,safe,Is routine pelvic floor muscle training (PFMT) after childbirth recommended to prevent postpartum urinary incontinence?,answered,WHO_Guide (1).pdf,10,3,3,1.0,1.0,1,1.0,1.0,1.0357952999984263,1.0365633000037633,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.5714394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.5714394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.5714394, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_09,safe,Which medication class is recommended for pain relief due to postpartum uterine cramping?,answered,WHO_Guide (1).pdf,10,3,3,1.0,1.0,1,1.0,1.0,0.9694359999994049,0.9705235000001267,,"[{""rank"": 1, ""chunk_id"": ""7f2c3d45-f035-4f32-bb51-85ad8cdd4e4f"", ""score"": 0.5586582, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 2, ""chunk_id"": ""1645901e-b297-435d-b5d4-3173a39861e7"", ""score"": 0.5586582, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}, {""rank"": 3, ""chunk_id"": ""931c1ed9-26f7-40f8-ac62-183c0223057b"", ""score"": 0.5586582, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10, 11], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""eview. gynecol endocrinol. 2015;31(9):679-83. [pubmed] 10. arrowsmith s, wray s. oxytocin: its mechanism of action and receptor signalling in the myometrium. j neuroendocrinol. 2014 jun;26(6):356-69. [pubmed] 11. montagnana m, trenti t, aloe r, cervellin g, lippi g. human chorionic gonadotropin in p""}]"
safe_10,safe,Is routine antibiotic prophylaxis recommended for preventing postpartum mastitis?,answered,WHO_Guide (1).pdf,10,3,3,1.0,1.0,1,1.0,1.0,1.0050162000043201,1.0062076000031084,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.5358223, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.5358223, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.5358223, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_01,safe,"What is the recommended duration to delay the first bath of a term, healthy newborn to prevent hypothermia?",answered,WHO_Guide (1).pdf,11,5,5,0.0,0.0,0,0.0,,1.2145473999989918,1.2164068999991287,,"[{""rank"": 1, ""chunk_id"": ""7fb50619-2eec-41b7-bb96-62c132c3879d"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 2, ""chunk_id"": ""7f191778-67a1-4636-a5b1-063728b0faa3"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 3, ""chunk_id"": ""7b74cfc2-ca58-4759-843b-98d59e013ce4"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 4, ""chunk_id"": ""a6ef0b56-3ee0-4a82-87ca-87221d3d8ac1"", ""score"": 0.51760757, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 5, ""chunk_id"": ""d7d7d638-4e16-46e4-a810-96741d5bd45d"", ""score"": 0.51703453, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ge, the embryo is then termed a fetus until birth.[2] go to: development the duration of pregnancy, from implantation of a fertilized ovum to birth, is taken as 266 days. however, as pregnancy dating is typically from the first day of the last menstrual period, the duration of pregnancy is considere""}]"
